Date,Open,High,Low,Close,Adj Close,Volume
2023-05-10,59.450001,59.450001,57.950001,58.450001,58.450001,110938
2023-05-11,55.099998,60.500000,53.500000,58.900002,58.900002,497625
2023-05-12,59.000000,60.000000,57.849998,59.150002,59.150002,194111
2023-05-15,58.000000,59.849998,56.500000,57.599998,57.599998,152011
2023-05-16,57.599998,60.349998,57.599998,58.799999,58.799999,205878
2023-05-17,59.349998,60.549999,59.099998,59.950001,59.950001,203816
2023-05-18,60.000000,61.650002,58.200001,58.200001,58.200001,274311
2023-05-22,58.200001,58.950001,57.200001,57.250000,57.250000,119050
2023-05-23,57.099998,57.450001,56.400002,56.799999,56.799999,130942
2023-05-24,56.599998,58.400002,55.450001,55.799999,55.799999,184558
2023-05-25,55.849998,56.299999,55.599998,55.750000,55.750000,109059
2023-05-26,55.950001,56.849998,55.500000,56.349998,56.349998,294331
2023-05-29,56.700001,59.250000,56.700001,59.000000,59.000000,343734
2023-05-30,59.750000,62.900002,59.000000,62.099998,62.099998,401490
2023-05-31,62.299999,63.150002,61.000000,61.700001,61.700001,367561
2023-06-01,61.849998,64.800003,61.849998,63.700001,63.700001,347853
2023-06-02,63.799999,65.800003,63.799999,64.699997,64.699997,288712
2023-06-05,65.099998,67.699997,64.949997,67.199997,67.199997,433434
2023-06-06,67.300003,68.849998,66.199997,66.599998,66.599998,619408
2023-06-07,66.599998,68.800003,66.599998,68.349998,68.349998,379205
2023-06-08,68.349998,69.500000,66.750000,67.400002,67.400002,296822
2023-06-09,67.449997,68.750000,67.449997,68.150002,68.150002,238196
2023-06-12,68.250000,69.650002,68.150002,68.449997,68.449997,250040
2023-06-13,68.500000,68.750000,65.650002,65.900002,65.900002,246765
2023-06-14,66.099998,71.900002,65.150002,68.000000,68.000000,706645
2023-06-15,68.000000,69.000000,66.099998,66.750000,66.750000,380346
2023-06-16,67.349998,67.900002,65.650002,66.000000,66.000000,185401
2023-06-19,65.849998,66.300003,62.250000,62.250000,62.250000,242348
2023-06-20,62.250000,63.650002,60.599998,61.849998,61.849998,189331
2023-06-21,62.400002,62.549999,61.099998,61.299999,61.299999,116493
2023-06-22,61.299999,64.000000,60.500000,63.150002,63.150002,159113
2023-06-23,63.750000,66.199997,63.750000,65.750000,65.750000,209437
2023-06-26,66.750000,67.400002,65.800003,67.199997,67.199997,199966
2023-06-27,67.000000,68.000000,66.650002,67.550003,67.550003,107625
2023-07-03,68.000000,69.349998,68.000000,69.000000,69.000000,395173
2023-07-04,69.349998,70.750000,68.050003,69.000000,69.000000,486799
2023-07-05,69.199997,70.150002,68.500000,69.849998,69.849998,374405
2023-07-06,70.349998,74.949997,69.550003,73.449997,73.449997,885274
2023-07-07,74.949997,75.300003,72.250000,73.000000,73.000000,490512
2023-07-10,73.800003,75.500000,72.949997,74.199997,74.199997,599560
2023-07-11,74.500000,78.000000,73.300003,75.349998,75.349998,1021069
2023-07-12,75.400002,75.800003,73.650002,73.750000,73.750000,369680
2023-07-13,73.449997,74.750000,71.800003,72.699997,72.699997,404602
2023-07-14,73.599998,74.000000,72.199997,73.300003,73.300003,291184
2023-07-17,73.800003,76.000000,72.949997,74.150002,74.150002,521500
2023-07-18,74.849998,75.400002,71.300003,71.349998,71.349998,583147
2023-07-19,71.300003,73.900002,70.150002,72.400002,72.400002,269435
2023-07-20,72.500000,74.250000,71.099998,73.050003,73.050003,405876
2023-07-21,73.000000,77.300003,72.900002,76.500000,76.500000,1014410
2023-07-24,77.949997,83.199997,76.650002,82.449997,82.449997,1530460
2023-07-25,82.449997,83.500000,76.300003,78.750000,78.750000,596500
2023-07-26,78.750000,80.199997,77.699997,78.750000,78.750000,371807
2023-07-27,79.300003,82.500000,78.800003,79.349998,79.349998,529625
2023-07-28,79.599998,81.449997,79.599998,79.949997,79.949997,555701
2023-07-31,79.949997,85.500000,79.949997,84.449997,84.449997,1888120
2023-08-01,84.400002,86.000000,82.150002,83.849998,83.849998,1401319
2023-08-02,84.099998,84.949997,82.250000,82.500000,82.500000,695068
2023-08-03,83.349998,90.750000,82.599998,88.400002,88.400002,2966734
2023-08-04,90.000000,93.500000,87.750000,89.099998,89.099998,1519395
2023-08-07,89.099998,90.650002,87.750000,88.000000,88.000000,813780
2023-08-08,90.000000,90.400002,86.000000,87.000000,87.000000,570756
2023-08-09,87.000000,87.199997,84.349998,84.800003,84.800003,614707
2023-08-10,84.849998,85.750000,78.500000,79.250000,79.250000,860923
2023-08-11,78.750000,82.150002,77.000000,81.900002,81.900002,504404
2023-08-14,82.000000,83.750000,79.500000,80.349998,80.349998,500002
2023-08-15,80.349998,84.900002,78.599998,82.550003,82.550003,543429
