,Open_Time,Close_Time,Price_Direction,O,C,h,l,v,qav,num_trades,taker_base_vol,taker_quote_vol
0,2017-11-13 03:00:00,2017-11-13 06:59:59.999,2.466634931180803,5839.94,5983.99,6054.94,5699.99,442.708392,2618783.56141774,2768.0,236.367027,1399643.57145514
1,2017-11-13 07:00:00,2017-11-13 10:59:59.999,3.553983211870342,5983.99,6196.66,6350.0,5958.11,501.190638,3098084.8902168,3083.0,232.718667,1440740.61961992
2,2017-11-13 11:00:00,2017-11-13 14:59:59.999,3.643143541920023,6200.14,6426.02,6497.99,6150.33,348.208213,2216588.87451199,1770.0,185.230491,1178765.12268177
3,2017-11-13 15:00:00,2017-11-13 18:59:59.999,2.551497580932552,6426.03,6589.99,6697.47,6357.01,669.661255,4364618.36110457,4073.0,363.5245,2373408.43157657
4,2017-11-13 19:00:00,2017-11-13 22:59:59.999,-3.2670871056105955,6582.01,6366.97,6599.61,6190.0,461.792227,2935091.73431049,3037.0,180.247397,1144755.89659332
5,2017-11-13 23:00:00,2017-11-14 02:59:59.999,2.0353447446035204,6337.01,6465.99,6500.0,6256.54,197.682314,1264968.67757777,1434.0,101.908837,652809.90353391
6,2017-11-14 03:00:00,2017-11-14 06:59:59.999,1.9318000801114728,6465.99,6590.9,6684.98,6465.99,322.323777,2126648.76575041,2148.0,156.651922,1034619.69815482
7,2017-11-14 07:00:00,2017-11-14 10:59:59.999,-0.6914078502177201,6590.9,6545.33,6646.22,6500.0,169.236221,1110383.22187109,1608.0,86.237639,566512.31609126
8,2017-11-14 11:00:00,2017-11-14 14:59:59.999,-2.067581008138626,6545.33,6410.0,6563.08,6400.0,265.741566,1720232.4697237,2675.0,115.929072,750937.61741708
9,2017-11-14 15:00:00,2017-11-14 18:59:59.999,0.4051463097676649,6410.03,6436.0,6510.0,6311.07,243.208458,1557559.97942938,1892.0,111.783807,716759.83129954
10,2017-11-14 19:00:00,2017-11-14 22:59:59.999,1.587247278382588,6430.0,6532.06,6549.0,6391.0,145.010507,940373.03247542,1006.0,90.542588,587472.98772496
11,2017-11-14 23:00:00,2017-11-15 02:59:59.999,0.6358049728703818,6533.45,6574.99,6593.0,6520.69,108.772002,713532.50197799,1147.0,50.991174,334810.28002504
