,Open_Time,Close_Time,Price_Direction,O,C,h,l,v,qav,num_trades,taker_base_vol,taker_quote_vol
0,2022-06-18 23:00:00,2022-06-19 02:59:59.999,4.998890279345194,18067.61,18970.79,19493.23,17622.0,52064.323511,955867506.6515896,625712.0,25757.085094,473805470.46603954
1,2022-06-19 03:00:00,2022-06-19 06:59:59.999,-3.477451387106181,18970.79,18311.09,19198.0,18224.98,19556.53214,365466894.94881696,302755.0,9236.83003,172531419.6648985
2,2022-06-19 07:00:00,2022-06-19 10:59:59.999,-0.0227730720710293,18311.1,18306.93,18621.57,17960.41,16670.95915,305079404.9935826,275676.0,8237.68205,150869415.110613
3,2022-06-19 11:00:00,2022-06-19 14:59:59.999,7.56585182267926,18307.39,19692.5,20150.0,18264.67,34028.09471,658769220.4791102,447000.0,18089.62733,349852656.615822
4,2022-06-19 15:00:00,2022-06-19 18:59:59.999,0.6727437718642972,19692.49,19824.97,19945.88,19130.84,21044.6303,411055864.46717113,307050.0,11144.74379,217809431.94825527
5,2022-06-19 19:00:00,2022-06-19 22:59:59.999,1.5088050619017774,19824.96,20124.08,20344.91,19350.08,18382.43393,365271290.0458871,315559.0,9490.27373,188661015.3583296
6,2022-06-19 23:00:00,2022-06-20 02:59:59.999,2.2357803366813984,20124.07,20574.0,20815.95,20050.47,18638.22572,381919106.60141885,302620.0,9672.66523,198228978.710201
7,2022-06-20 03:00:00,2022-06-20 06:59:59.999,-2.8847574608729385,20574.0,19980.49,20687.99,19637.03,21076.88904,422277863.1821808,286407.0,10165.32672,203589055.78959328
8,2022-06-20 07:00:00,2022-06-20 10:59:59.999,0.5312182033573721,19980.49,20086.63,20258.29,19776.58,11823.89634,236511669.9189974,197874.0,6021.55002,120452986.2508609
9,2022-06-20 11:00:00,2022-06-20 14:59:59.999,3.5604297786287686,20086.62,20801.79,21022.0,20023.14,26862.62188,554298874.4649867,358299.0,13839.91432,285572870.5581367
10,2022-06-20 15:00:00,2022-06-20 18:59:59.999,0.1103270439707387,20801.79,20824.74,21090.0,20364.33,20540.9217,424158828.52261513,299656.0,9800.4149,202483958.1177578
11,2022-06-20 19:00:00,2022-06-20 22:59:59.999,-3.610753363547397,20824.74,20072.81,20832.82,19832.95,16553.12261,334482958.0001614,282177.0,7878.06844,159188748.3810268
12,2022-06-20 23:00:00,2022-06-21 02:59:59.999,2.4963632378143568,20072.8,20573.89,20784.77,20001.53,12171.48997,248666187.653711,215035.0,6342.55036,129596377.4029778
13,2022-06-21 03:00:00,2022-06-21 06:59:59.999,0.1951015607152723,20573.9,20614.04,20783.99,20348.4,14312.3475,294184472.4468494,200282.0,7202.73519,148021565.0833321
14,2022-06-21 07:00:00,2022-06-21 10:59:59.999,2.455801967979096,20614.04,21120.28,21333.0,20474.41,20989.91077,439848030.18132114,297743.0,10882.07375,228082075.3331
15,2022-06-21 11:00:00,2022-06-21 14:59:59.999,-0.7474332726649485,21120.28,20962.42,21500.01,20911.13,19870.84399,421796370.42007285,266439.0,9669.26976,205274153.607866
16,2022-06-21 15:00:00,2022-06-21 18:59:59.999,2.0501926781354465,20962.42,21392.19,21723.0,20853.36,24368.42434,520446264.8132206,348720.0,12304.22135,262845970.0923648
17,2022-06-21 19:00:00,2022-06-21 22:59:59.999,-2.3538507996847486,21392.18,20888.64,21550.39,20870.01,13013.71907,276328727.7563607,215800.0,6181.32301,131258520.0749678
18,2022-06-21 23:00:00,2022-06-22 02:59:59.999,-0.7904300090527745,20888.63,20723.52,21054.99,20551.0,11815.82923,245992271.7254592,186337.0,5953.7126,123964012.9312326
19,2022-06-22 03:00:00,2022-06-22 06:59:59.999,-1.9573421683874856,20723.51,20317.88,20736.68,20253.96,13979.31912,286739774.3746203,210996.0,6352.09041,130313443.9624844
20,2022-06-22 07:00:00,2022-06-22 10:59:59.999,-1.0742749370136389,20317.89,20099.62,20595.42,19950.34,14132.37133,286122884.2586328,216416.0,6826.03341,138259921.5870651
21,2022-06-22 11:00:00,2022-06-22 14:59:59.999,2.023321833945121,20099.62,20506.3,20676.7,20038.85,12215.14546,249028211.123769,183464.0,6178.0158,125959372.8530376
22,2022-06-22 15:00:00,2022-06-22 18:59:59.999,-2.078385666843852,20506.3,20080.1,20900.0,20035.54,23768.83256,487115486.95213777,338410.0,11819.87867,242319211.731264
23,2022-06-22 19:00:00,2022-06-22 22:59:59.999,0.1817154154331196,20080.85,20117.34,20380.0,19840.86,16356.37373,329613404.9168787,262968.0,7952.18105,160288301.076707
24,2022-06-22 23:00:00,2022-06-23 02:59:59.999,-0.6429776501266994,20117.34,19987.99,20239.87,19770.51,11681.93718,233584827.61154312,182727.0,5779.10519,115570513.5196672
