,Open_Time,Close_Time,Price_Direction,O,C,h,l,v,qav,num_trades,taker_base_vol,taker_quote_vol
0,2021-04-14 15:00:00,2021-04-14 18:59:59.999,-2.270146961345846,64509.48,63045.02,64640.58,62345.67,17788.978116,1129596107.8362556,530708.0,8379.655221,532238858.752604
1,2021-04-14 19:00:00,2021-04-14 22:59:59.999,-1.4196043684966095,63045.03,62150.04,63764.62,61301.0,17414.371114,1088415799.552256,471771.0,7975.221981,498544276.3910256
2,2021-04-14 23:00:00,2021-04-15 02:59:59.999,1.3024933374931598,62150.03,62959.53,63062.38,61873.51,7917.876308,495727141.66174775,337850.0,3896.977641,244031023.2298801
3,2021-04-15 03:00:00,2021-04-15 06:59:59.999,0.1541942895698264,62959.53,63056.61,63491.45,62333.55,8402.314314,528860350.98985016,274881.0,4127.834774,259903099.8819095
4,2021-04-15 07:00:00,2021-04-15 10:59:59.999,-0.3394726834391138,63056.62,62842.56,63460.22,62706.4,7327.518793,461930683.784746,270318.0,3568.841414,225000513.1614619
5,2021-04-15 11:00:00,2021-04-15 14:59:59.999,-0.7661050090893736,62842.56,62361.12,63137.92,62020.0,8516.094074,532534171.3888349,312356.0,4192.806688,262245252.97328025
6,2021-04-15 15:00:00,2021-04-15 18:59:59.999,0.5709991691671028,62359.11,62715.18,63074.05,62347.36,8512.839126,533872725.89404577,348586.0,4146.283031,260020717.0815217
7,2021-04-15 19:00:00,2021-04-15 22:59:59.999,1.0334341754953429,62715.17,63363.29,63573.02,62308.0,10091.157891,634271904.529917,383488.0,5375.05026,337952148.3978074
8,2021-04-15 23:00:00,2021-04-16 02:59:59.999,-0.320864020791846,63363.29,63159.98,63800.0,62963.78,8799.776142,557461901.7057881,348399.0,4217.352212,267181363.79227373
9,2021-04-16 03:00:00,2021-04-16 06:59:59.999,-0.3496428206135754,63158.74,62937.91,63520.61,62684.01,13183.808033,832026233.063141,346268.0,6180.259916,390100274.9770108
10,2021-04-16 07:00:00,2021-04-16 10:59:59.999,-2.426948698024117,62942.41,61414.83,62961.81,61025.0,18777.956363,1159281741.1078167,490663.0,8585.49432,529731912.31876814
11,2021-04-16 11:00:00,2021-04-16 14:59:59.999,-0.9135733880779376,61414.88,60853.81,61607.83,60000.0,18201.041988,1105465174.3574862,515099.0,8525.333164,517848149.2026989
12,2021-04-16 15:00:00,2021-04-16 18:59:59.999,1.146715570761398,60853.8,61551.62,61627.0,60250.0,20484.587991,1249103618.0287163,529392.0,10233.185279,624000152.9524273
13,2021-04-16 19:00:00,2021-04-16 22:59:59.999,0.2628850386066161,61551.62,61713.43,61877.0,61105.0,12729.63676,783519590.4716511,434673.0,6110.067619,376081086.388806
14,2021-04-16 23:00:00,2021-04-17 02:59:59.999,-0.6135132358569584,61713.42,61334.8,62087.98,61333.0,8387.108749,517896312.586682,323845.0,3935.682849,242989338.66486168
15,2021-04-17 03:00:00,2021-04-17 06:59:59.999,1.6914701455829066,61334.81,62372.27,62506.05,61114.14,10253.686831,634471274.9670651,383327.0,5164.419205,319579357.52748096
16,2021-04-17 07:00:00,2021-04-17 10:59:59.999,-0.4124909996060731,62372.27,62114.99,62464.38,61857.55,7769.151346,482913984.8894452,323924.0,3813.424365,237035912.2968472
17,2021-04-17 11:00:00,2021-04-17 14:59:59.999,-1.977107297288456,62114.99,60886.91,62458.28,60700.55,11323.908231,697905982.304765,435767.0,5418.519117,333783000.16486496
18,2021-04-17 15:00:00,2021-04-17 18:59:59.999,-1.0220091569734209,60886.93,60264.66,61222.0,60094.0,13371.078768,812128252.1709182,524659.0,6253.604796,379855190.928532
19,2021-04-17 19:00:00,2021-04-17 22:59:59.999,0.7307268854958842,60264.65,60705.02,60785.0,59580.91,10217.080882,616185209.3738072,345035.0,4797.782907,289476710.14170843
20,2021-04-17 23:00:00,2021-04-18 02:59:59.999,-1.1504155669498064,60705.02,60006.66,60955.0,59969.98,5977.35007,362097106.96904606,256104.0,2938.523716,177991964.32007235
21,2021-04-18 03:00:00,2021-04-18 06:59:59.999,-8.319425157236685,60006.67,55014.46,60499.0,50931.3,28130.890376,1600190319.6160362,779909.0,12417.866905,705758915.319024
22,2021-04-18 07:00:00,2021-04-18 10:59:59.999,2.146054155262871,55000.01,56180.34,56527.04,53924.76,30550.025362,1695215977.090194,813899.0,15386.454053,853684830.3784372
23,2021-04-18 11:00:00,2021-04-18 14:59:59.999,-5.118118855179129,56184.51,53308.92,56498.0,53064.66,25490.496917,1399231657.3319328,606245.0,12654.187577,695281070.4591879
24,2021-04-18 15:00:00,2021-04-18 18:59:59.999,4.039695065528036,53299.32,55452.45,55774.23,53200.0,18764.392154,1029877636.635956,480799.0,8858.030701,486072099.0980781
25,2021-04-18 19:00:00,2021-04-18 22:59:59.999,0.4836756536456124,55452.45,55720.66,55967.66,54859.75,11851.771742,657616868.9356856,370545.0,5324.529731,295485767.5834487
26,2021-04-18 23:00:00,2021-04-19 02:59:59.999,0.7705400474438,55720.66,56150.01,56688.28,55537.48,10094.555273,567247267.8193495,392692.0,4763.547842,267670398.2580424
27,2021-04-19 03:00:00,2021-04-19 06:59:59.999,1.5688153929091009,56150.01,57030.9,57291.0,55690.62,10659.382877,604441407.6512231,412059.0,5062.090177,287137103.8475602
28,2021-04-19 07:00:00,2021-04-19 10:59:59.999,0.5127921880945191,57030.9,57323.35,57485.46,56410.68,10568.119421,601998425.8898312,306545.0,5178.382204,294973017.6652443
29,2021-04-19 11:00:00,2021-04-19 14:59:59.999,-0.3767051954753422,57323.34,57107.4,57526.81,56120.03,16466.710209,935323830.2570376,533143.0,7995.96002,454148764.0606996
30,2021-04-19 15:00:00,2021-04-19 18:59:59.999,-4.416572210156269,57107.41,54585.22,57142.2,54221.58,20940.525462,1167830792.162743,554422.0,10456.626559,583030133.272905
31,2021-04-19 19:00:00,2021-04-19 22:59:59.999,2.471738758436422,54581.82,55930.94,56100.0,54351.67,12023.52046,664973288.0099319,350943.0,6073.66759,335875848.06725603
32,2021-04-19 23:00:00,2021-04-20 02:59:59.999,-0.5324423297731147,55930.94,55633.14,56600.0,55517.45,7570.783838,424051836.67637664,233415.0,3595.658429,201452180.3250665
33,2021-04-20 03:00:00,2021-04-20 04:59:59.999,-1.5620545595664683,55633.14,54764.12,55792.15,54237.04,9222.585057,505934326.24631137,251368.0,4222.394324,231708497.1495013
34,2021-04-20 07:00:00,2021-04-20 10:59:59.999,-0.6456050703261381,54764.13,54410.57,55486.31,53329.96,12643.07666,688239156.516577,370932.0,6246.43544,339982059.10477024
35,2021-04-20 11:00:00,2021-04-20 14:59:59.999,3.4115797720920806,54410.57,56266.83,56419.13,54230.38,13231.942552,733184574.0493016,429932.0,6757.798375,374515776.63026017
36,2021-04-20 15:00:00,2021-04-20 18:59:59.999,-1.6770804397546466,56266.83,55323.19,56455.93,54649.58,13586.019099,756795253.9277849,374728.0,6543.021266,364413549.7912567
37,2021-04-20 19:00:00,2021-04-20 22:59:59.999,2.2581131453398053,55323.18,56572.44,56782.0,55099.63,13480.196249,754086101.0093907,364447.0,6413.545992,358885584.2476574
38,2021-04-20 23:00:00,2021-04-21 02:59:59.999,-0.2606216030279095,56572.44,56425.0,57076.24,56090.0,10580.662534,599461979.8701601,357413.0,5336.39433,302411500.66152966
39,2021-04-21 03:00:00,2021-04-21 06:59:59.999,-2.162871067789103,56425.0,55204.6,56757.91,55170.61,10701.908135,598715538.9314194,329542.0,4669.855492,261289583.6684802
40,2021-04-21 07:00:00,2021-04-21 10:59:59.999,0.1801299167098436,55204.6,55304.04,55822.77,54968.69,8687.949585,481304360.0520559,302344.0,4060.509057,224992004.8544048
41,2021-04-21 11:00:00,2021-04-21 14:59:59.999,-1.3392692468759937,55304.04,54563.37,55750.0,54276.85,11444.900521,630446385.2757211,377735.0,5384.55101,296636521.8252116
42,2021-04-21 15:00:00,2021-04-21 18:59:59.999,2.914758182047439,54563.36,56153.75,56346.7,54300.0,13237.465642,736187051.901846,361773.0,6722.014455,373834942.66983753
43,2021-04-21 19:00:00,2021-04-21 22:59:59.999,-1.195424464465055,56149.93,55478.7,56339.98,55129.0,8554.672772,476270597.71425736,278314.0,4364.070501,242944927.9193411
44,2021-04-21 23:00:00,2021-04-22 02:59:59.999,-3.0481428007505578,55478.7,53787.63,55481.16,53536.02,14357.860254,781625644.8220034,485238.0,6987.928978,380367602.3348187
45,2021-04-22 03:00:00,2021-04-22 06:59:59.999,-0.5401428804620954,53787.62,53497.09,54638.0,52561.0,20660.958027,1107260520.1667671,449613.0,9956.587974,533707522.2579362
46,2021-04-22 07:00:00,2021-04-22 10:59:59.999,1.2157481975293607,53494.63,54144.99,54850.0,53450.0,11139.015906,604744297.4024544,298539.0,5415.1604,293950599.5302934
