,Open_Time,Close_Time,Price_Direction,O,C,h,l,v,qav,num_trades,taker_base_vol,taker_quote_vol
0,2022-08-14 11:00:00,2022-08-14 14:59:59.999,-1.241611493761179,24873.32,24564.49,24883.24,24524.32,28622.92667,707097721.5796732,1058449.0,14159.20985,349802226.09614
1,2022-08-14 15:00:00,2022-08-14 18:59:59.999,-0.1626737771987996,24564.5,24524.54,24593.43,24400.0,21597.85172,529090594.47845775,792384.0,10731.98183,262918481.8534988
2,2022-08-14 19:00:00,2022-08-14 22:59:59.999,-0.9844443601784376,24525.51,24284.07,24568.74,24144.0,29371.84503,714073510.0220817,977516.0,14151.96368,344080079.5277645
3,2022-08-14 23:00:00,2022-08-15 02:59:59.999,0.0871764905965181,24284.07,24305.24,24435.0,24172.4,20115.08834,488863080.8483696,696439.0,9941.22958,241618300.7897122
4,2022-08-15 03:00:00,2022-08-15 06:59:59.999,2.3128336470515607,24305.25,24867.39,25211.32,24164.1,48020.61288,1187906158.5246367,1480004.0,24265.76685,600312987.2352448
5,2022-08-15 07:00:00,2022-08-15 10:59:59.999,-3.374350320838152,24866.12,24027.05,24982.7,23944.62,54638.95429,1335904652.069698,1652473.0,26176.93092,640178000.6021008
6,2022-08-15 11:00:00,2022-08-15 14:59:59.999,0.0933531165915095,24027.05,24049.48,24314.28,23869.46,40091.08032,966272307.2831664,1252234.0,20258.29213,488322896.5263021
7,2022-08-15 15:00:00,2022-08-15 18:59:59.999,0.7363743304790119,24048.91,24226.0,24265.74,23900.0,42008.7708,1012515910.5095896,1314530.0,21062.12479,507689467.9262466
8,2022-08-15 19:00:00,2022-08-15 22:59:59.999,-1.0049533558986177,24226.0,23982.54,24281.1,23965.0,30437.94241,734678287.9268323,964749.0,15013.01579,362384755.2025048
9,2022-08-15 23:00:00,2022-08-16 02:59:59.999,0.4639848829655623,23983.54,24094.82,24192.83,23773.22,27342.18688,656788782.2093616,824476.0,13508.33419,324523868.2160765
10,2022-08-16 03:00:00,2022-08-16 06:59:59.999,-0.0399285436790152,24093.04,24083.42,24247.49,23853.0,31819.39488,766505275.5598266,1048761.0,16001.3561,385509222.3445204
11,2022-08-16 07:00:00,2022-08-16 10:59:59.999,-0.0677649403631142,24083.25,24066.93,24144.77,23795.67,26639.66002,638656817.2052016,960887.0,13586.8421,325742754.6959642
12,2022-08-16 11:00:00,2022-08-16 14:59:59.999,-0.1235677422544822,24067.77,24038.03,24150.0,23968.78,25008.36776,601485010.7889355,959367.0,12495.57348,300553329.71616405
13,2022-08-16 15:00:00,2022-08-16 18:59:59.999,-0.5640919820642136,24036.86,23901.27,24094.13,23671.22,41284.19897,985280122.4234087,1290880.0,20589.93646,491425553.6933816
14,2022-08-16 19:00:00,2022-08-16 22:59:59.999,0.1223379774904882,23901.0,23930.24,24058.0,23691.06,36967.30007,882146551.0264585,1086751.0,18381.82766,438678125.91348606
15,2022-08-16 23:00:00,2022-08-17 02:59:59.999,-0.3155003877938541,23930.24,23854.74,23994.0,23809.0,17606.02651,420833914.6471181,631921.0,8757.01855,209331589.86266112
16,2022-08-17 03:00:00,2022-08-17 06:59:59.999,0.63090649580925,23856.15,24006.66,24085.0,23824.99,27497.44226,659526838.7054975,952176.0,13984.66474,335439237.9628788
17,2022-08-17 07:00:00,2022-08-17 10:59:59.999,-0.9174120848131376,24006.66,23786.42,24446.71,23759.3,42139.73733,1017097580.9371364,1327658.0,21218.5858,512246258.2477951
18,2022-08-17 11:00:00,2022-08-17 14:59:59.999,-0.1751699993946535,23788.32,23746.65,23924.97,23690.79,29502.38216,701969597.2117642,1086041.0,14918.79323,355006258.4144084
19,2022-08-17 15:00:00,2022-08-17 18:59:59.999,-1.49389492833726,23746.65,23391.9,23760.68,23321.6,50641.81441,1190903909.0166185,1543943.0,24767.73428,582435904.9473212
20,2022-08-17 19:00:00,2022-08-17 22:59:59.999,-0.4995746390844718,23391.9,23275.04,23638.84,23236.0,40282.52766,943533824.0854248,1209342.0,20092.67229,470681373.0815327
21,2022-08-17 23:00:00,2022-08-18 02:59:59.999,0.2825549289445473,23276.89,23342.66,23417.44,23180.4,20604.78384,480627684.2804466,782426.0,10176.42955,237400328.8482932
