,Open_Time,Close_Time,Price_Direction,O,C,h,l,v,qav,num_trades,taker_base_vol,taker_quote_vol
0,2022-02-24 07:00:00,2022-02-24 10:59:59.999,1.0737930383062075,34936.9,35312.05,35515.83,34322.28,26065.63785,908076021.6470528,512650.0,13228.18527,461001524.6922836
1,2022-02-24 11:00:00,2022-02-24 14:59:59.999,0.3686561297506467,35312.04,35442.22,35885.0,34818.09,19463.61471,687611642.3444561,379611.0,10188.30486,359863499.33301073
2,2022-02-24 15:00:00,2022-02-24 18:59:59.999,1.3479117990036065,35442.23,35919.96,36100.0,35035.0,18084.928,642664593.9645885,383590.0,9169.47702,325819815.15709686
3,2022-02-24 19:00:00,2022-02-24 22:59:59.999,3.8419864610094248,35919.96,37300.0,37366.36,35721.96,16813.29053,611514605.4988295,372721.0,8454.66045,307663552.8758322
4,2022-02-24 23:00:00,2022-02-25 02:59:59.999,2.75391420911528,37300.0,38327.21,39843.0,37286.02,18382.74746,706822522.7773659,494044.0,9905.76056,380990295.0008513
5,2022-02-25 03:00:00,2022-02-25 06:59:59.999,1.551527472378387,38328.68,38923.36,39030.01,38138.54,8429.24948,325443641.181249,219721.0,4237.41124,163623259.3406158
6,2022-02-25 07:00:00,2022-02-25 10:59:59.999,-1.1744358209476842,38923.37,38466.24,38942.46,38291.61,7750.77677,299059733.3540692,180259.0,4432.01665,170943634.5824172
7,2022-02-25 11:00:00,2022-02-25 14:59:59.999,0.724687225814843,38466.25,38745.01,38876.91,38014.37,10204.21877,392108156.0654504,249279.0,5633.68801,216416278.5711814
8,2022-02-25 15:00:00,2022-02-25 18:59:59.999,1.7187249967737728,38745.0,39410.92,39683.53,38700.0,15915.93241,623832718.0299897,361214.0,8267.33622,324036586.0060439
9,2022-02-25 19:00:00,2022-02-25 22:59:59.999,-1.875710698289452,39415.46,38676.14,39588.82,38537.91,8447.04822,329390877.996888,209673.0,4295.02701,167503573.9389309
10,2022-02-25 23:00:00,2022-02-26 02:59:59.999,1.4040701590360796,38676.13,39219.17,39600.0,38601.0,5827.3456,228054453.6550227,188412.0,3038.53676,118913325.3904393
11,2022-02-26 03:00:00,2022-02-26 06:59:59.999,0.4364448397160934,39219.16,39390.33,40348.45,39076.14,7233.92452,286837819.4926371,214306.0,3781.48842,150068093.5097597
12,2022-02-26 07:00:00,2022-02-26 10:59:59.999,-0.4831896559384035,39390.33,39200.0,39468.73,38910.11,3896.27291,152659686.2580088,146403.0,2108.87939,82626486.394651
13,2022-02-26 11:00:00,2022-02-26 14:59:59.999,-0.6933418367346961,39200.0,38928.21,39546.0,38573.18,5787.64974,225488212.8406214,173655.0,2600.74974,101371051.1076236
14,2022-02-26 15:00:00,2022-02-26 18:59:59.999,0.7383846474357223,38928.22,39215.66,39378.6,38772.15,4603.87506,180147805.8209932,142268.0,2149.42955,84118754.1523126
15,2022-02-26 19:00:00,2022-02-26 22:59:59.999,0.0980730657089517,39215.66,39254.12,39440.0,38823.08,3858.90802,151122057.1140539,122854.0,2017.74944,79046214.4499279
16,2022-02-26 23:00:00,2022-02-27 02:59:59.999,-0.3500269525848534,39254.12,39116.72,39700.0,38911.0,3980.62655,156366138.1680658,124771.0,2000.63942,78621638.366542
17,2022-02-27 03:00:00,2022-02-27 06:59:59.999,-1.3035854479656288,39116.73,38606.81,39256.58,38189.19,5718.57932,220759800.5478001,156133.0,2622.83065,101263313.4213708
18,2022-02-27 07:00:00,2022-02-27 10:59:59.999,0.4769367054508464,38606.8,38790.93,38875.99,38458.8,2804.70811,108501700.9951374,92602.0,1333.52377,51588793.9462772
19,2022-02-27 11:00:00,2022-02-27 14:59:59.999,1.7758795099471854,38790.92,39479.8,39548.17,38621.57,5715.77884,223690007.24654567,146972.0,2968.39761,116204701.1756096
20,2022-02-27 15:00:00,2022-02-27 18:59:59.999,-0.3109691538457744,39479.8,39357.03,39855.7,38565.14,10874.89378,426366396.5181704,278688.0,5455.48925,214016612.6040194
21,2022-02-27 19:00:00,2022-02-27 22:59:59.999,-4.447845785111328,39357.03,37606.49,39450.94,37500.0,7929.41099,305485983.34188247,221475.0,3304.365,127509975.4492592
22,2022-02-27 23:00:00,2022-02-28 02:59:59.999,0.2517524545000006,37604.4,37699.07,38299.39,37000.0,13186.07615,495708814.23686594,369883.0,6104.64452,229558293.7328183
23,2022-02-28 03:00:00,2022-02-28 06:59:59.999,0.2512528157185829,37699.08,37793.8,38483.53,37450.17,6810.98035,258008323.94168192,179424.0,3299.51715,124982152.4976426
24,2022-02-28 07:00:00,2022-02-28 10:59:59.999,1.4652667897909148,37793.8,38347.58,38478.28,37451.56,6443.46493,244708191.5790354,184760.0,3280.03337,124580996.0172666
25,2022-02-28 11:00:00,2022-02-28 14:59:59.999,-0.0363256299354491,38347.58,38333.65,38672.96,38088.71,5955.76279,228380316.7287629,177849.0,2933.56669,112496160.2319399
26,2022-02-28 15:00:00,2022-02-28 18:59:59.999,6.499015877694917,38333.65,40824.96,40898.0,37934.89,21844.85641,862761554.0959798,464997.0,11686.26742,462296108.4101077
27,2022-02-28 19:00:00,2022-02-28 22:59:59.999,1.235714621643238,40824.96,41329.44,41463.41,40693.18,14814.15253,608482997.2210307,355895.0,7664.92086,314899994.5425569
28,2022-02-28 23:00:00,2022-03-01 02:59:59.999,4.429191394802343,41329.44,43160.0,44225.84,41248.41,18076.42157,772818842.6024944,568162.0,9679.47529,413881250.30394447
29,2022-03-01 03:00:00,2022-03-01 06:59:59.999,-0.0284754402224301,43160.0,43147.71,43750.0,42855.2,9905.06568,428542551.98649126,291891.0,5105.8292,220895810.28680912
30,2022-03-01 07:00:00,2022-03-01 10:59:59.999,0.8001583398052875,43147.71,43492.96,43562.35,43040.15,5673.12384,245697976.98665127,181643.0,2850.06436,123448591.6719647
31,2022-03-01 11:00:00,2022-03-01 14:59:59.999,0.26900905341922,43492.96,43609.96,43887.0,42809.98,9959.40661,432367123.3034768,294441.0,4847.34184,210531816.58076712
32,2022-03-01 15:00:00,2022-03-01 18:59:59.999,0.0773447166656497,43609.96,43643.69,44949.0,43350.0,21058.89224,931587371.9479553,615700.0,10338.24418,457147289.44794446
33,2022-03-01 19:00:00,2022-03-01 22:59:59.999,0.1736791733237855,43643.69,43719.49,44078.65,43111.46,8785.545,383132213.9036219,287001.0,4555.88355,198691907.267085
34,2022-03-01 23:00:00,2022-03-02 02:59:59.999,1.6050278720085691,43719.49,44421.2,44506.65,43684.16,6361.06536,280283785.56612355,196195.0,3240.17772,142805047.753904
35,2022-03-02 03:00:00,2022-03-02 06:59:59.999,-0.2173511746643396,44421.2,44324.65,44750.0,43819.97,9115.71853,403058288.2048112,259192.0,4730.73273,209198813.3341171
36,2022-03-02 07:00:00,2022-03-02 10:59:59.999,-0.7931254489602237,44324.64,43973.09,44534.79,43653.63,7184.41025,317041059.1783899,218465.0,3499.67334,154465430.4635684
37,2022-03-02 11:00:00,2022-03-02 14:59:59.999,0.2960674357885751,43973.09,44103.28,44341.25,43738.27,7152.87993,314975098.86950994,236753.0,3363.84133,148167808.4448183
