,Open_Time,Close_Time,Price_Direction,O,C,h,l,v,qav,num_trades,taker_base_vol,taker_quote_vol
0,2017-08-17 03:00:00,2017-08-18 02:59:59.999,0.5537982109501949,4261.48000000,4285.08000000,4485.39000000,4200.74000000,795.15037700,3454770.05073206,3427.0,616.24854100,2678216.40060401
1,2017-08-18 03:00:00,2017-08-19 02:59:59.999,-4.123843662195339,4285.08000000,4108.37000000,4371.52000000,3938.77000000,1199.88826400,5086958.30617151,5233.0,972.86871000,4129123.31651808
2,2017-08-19 03:00:00,2017-08-20 02:59:59.999,0.7694048978061779,4108.37000000,4139.98000000,4184.69000000,3850.00000000,381.30976300,1549483.73542151,2153.0,274.33604200,1118001.87008735
3,2017-08-20 03:00:00,2017-08-21 02:59:59.999,-0.841790059645997,4120.98000000,4086.29000000,4211.08000000,4032.62000000,467.08302200,1930364.39032646,2321.0,376.79594700,1557401.33373730
4,2017-08-21 03:00:00,2017-08-22 02:59:59.999,-1.3056845074991486,4069.13000000,4016.00000000,4119.62000000,3911.79000000,691.74306000,2797231.71402728,3972.0,557.35610700,2255662.55315837
5,2017-08-22 03:00:00,2017-08-23 02:59:59.999,0.5976095617529881,4016.00000000,4040.00000000,4104.82000000,3400.00000000,966.68485800,3752505.77214051,6494.0,423.99518100,1637188.36934226
6,2017-08-23 03:00:00,2017-08-24 02:59:59.999,1.8319306930693124,4040.00000000,4114.01000000,4265.80000000,4013.89000000,1001.13656500,4148686.46581968,8629.0,309.41909200,1293567.09519463
7,2017-08-24 03:00:00,2017-08-25 02:59:59.999,4.075476247890046,4147.00000000,4316.01000000,4371.68000000,4085.01000000,787.41875300,3296476.41316476,6247.0,206.82041200,868379.06413120
8,2017-08-25 03:00:00,2017-08-26 02:59:59.999,-0.8185801237717226,4316.01000000,4280.68000000,4453.91000000,4247.48000000,573.61274000,2484637.34936327,6554.0,100.09797400,434577.13574645
9,2017-08-26 03:00:00,2017-08-27 02:59:59.999,1.3252474472692513,4280.71000000,4337.44000000,4367.00000000,4212.41000000,228.10806800,977865.73333210,2260.0,56.19014100,241363.80050245
10,2017-08-27 03:00:00,2017-08-28 02:59:59.999,-0.5193294418247159,4332.51000000,4310.01000000,4400.00000000,4285.54000000,350.69258500,1521580.06202557,3670.0,101.65135800,442442.17937215
11,2017-08-28 03:00:00,2017-08-29 02:59:59.999,1.7791142015911652,4310.01000000,4386.69000000,4399.82000000,4124.54000000,603.84161600,2591660.52579953,4349.0,142.78778200,612364.20611134
12,2017-08-29 03:00:00,2017-08-30 02:59:59.999,5.370895685229634,4353.65000000,4587.48000000,4625.85000000,4313.55000000,603.54502800,2682483.73582991,4159.0,143.44256700,641982.02068658
13,2017-08-30 03:00:00,2017-08-31 02:59:59.999,-0.20549805894157783,4564.52000000,4555.14000000,4647.51000000,4416.01000000,808.46877100,3683714.68666123,5551.0,196.06225200,894620.23750883
14,2017-08-31 03:00:00,2017-09-01 02:59:59.999,3.726559447130055,4555.14000000,4724.89000000,4745.42000000,4555.14000000,556.95680200,2579878.72401184,4161.0,131.94732500,614342.53390234
15,2017-09-01 03:00:00,2017-09-02 02:59:59.999,3.092183398757743,4689.89000000,4834.91000000,4885.55000000,4654.88000000,560.66636600,2665165.55924616,4000.0,118.66010300,566254.43089734
16,2017-09-02 03:00:00,2017-09-03 02:59:59.999,-6.7558213237256375,4796.16000000,4472.14000000,4939.19000000,4286.87000000,929.14859500,4257723.94481700,7475.0,379.19986300,1738334.08541735
17,2017-09-03 03:00:00,2017-09-04 02:59:59.999,0.012864589109458296,4508.50000000,4509.08000000,4714.76000000,4298.33000000,691.21619800,3121052.75230181,6022.0,258.93453600,1169644.69159694
18,2017-09-04 03:00:00,2017-09-05 02:59:59.999,-8.987569367369597,4505.00000000,4100.11000000,4527.49000000,3972.51000000,1394.64461400,5909947.49008974,9317.0,578.60085100,2460362.61291664
19,2017-09-05 03:00:00,2017-09-06 02:59:59.999,6.318526797127809,4106.97000000,4366.47000000,4484.99000000,3603.00000000,1228.93815700,5083453.18675071,10084.0,533.47606500,2214297.83961246
20,2017-09-06 03:00:00,2017-09-07 02:59:59.999,5.800540021848227,4366.49000000,4619.77000000,4662.87000000,4335.26000000,807.36372600,3626346.05544323,7956.0,422.92306300,1903231.74091540
21,2017-09-07 03:00:00,2017-09-08 02:59:59.999,1.5550557711747388,4619.77000000,4691.61000000,4788.59000000,4438.19000000,500.42997500,2305795.13638315,3070.0,240.68394900,1111299.24357466
22,2017-09-08 03:00:00,2017-09-09 02:59:59.999,-8.714612738348468,4691.66000000,4282.80000000,4735.39000000,4028.93000000,1132.25504600,4866527.22639337,4733.0,465.96211900,2004277.28941755
23,2017-09-09 03:00:00,2017-09-10 02:59:59.999,-0.5601475670122299,4282.80000000,4258.81000000,4426.62000000,4150.06000000,658.78295200,2815383.46568698,3777.0,287.98980500,1233627.00774409
