,Share_Name,Bilanco_Date,Cari_Oran,Nakit_Oran,Toplam_Yabancı_Kaynaklar_Oz_Kaynaklar_Oranı,Alacak_Devir_Hızı,Aktif_Devir_Hızı,Oz_Varlık_Karlılıgı,Kar_Marjları,Hisse_Bası_Kazanc,Fiyat_Satıs_Oranı,Total
67,BMSTL,0,0,0,0,0,0,0,0,0,0,0
68,BMSCH,0,0,0,0,0,0,0,0,0,0,0
69,BOBET,0,0,0,0,0,0,0,0,0,0,0
70,BRSAN,0,0,0,0,0,0,0,0,0,0,0
71,BRSAN,0,0,0,0,0,0,0,0,0,0,0
72,BRYAT,0,0,0,0,0,0,0,0,0,0,0
73,BFREN,0,0,0,0,0,0,0,0,0,0,0
74,BOSSA,0,0,0,0,0,0,0,0,0,0,0
75,BRISA,0,0,0,0,0,0,0,0,0,0,0
76,BURCE,0,0,0,0,0,0,0,0,0,0,0
77,BURVA,0,0,0,0,0,0,0,0,0,0,0
78,BUCIM,0,0,0,0,0,0,0,0,0,0,0
79,CRFSA,0,0,0,0,0,0,0,0,0,0,0
80,CASA,0,0,0,0,0,0,0,0,0,0,0
81,CEOEM,0,0,0,0,0,0,0,0,0,0,0
82,CCOLA,0,0,0,0,0,0,0,0,0,0,0
83,CONSE,0,0,0,0,0,0,0,0,0,0,0
84,COSMO,0,0,0,0,0,0,0,0,0,0,0
85,CANTE,0,0,0,0,0,0,0,0,0,0,0
86,CLEBI,0,0,0,0,0,0,0,0,0,0,0
87,CELHA,0,0,0,0,0,0,0,0,0,0,0
88,CEMAS,0,0,0,0,0,0,0,0,0,0,0
89,CEMTS,0,0,0,0,0,0,0,0,0,0,0
90,CMBTN,0,0,0,0,0,0,0,0,0,0,0
91,CMENT,0,0,0,0,0,0,0,0,0,0,0
92,CIMSA,0,0,0,0,0,0,0,0,0,0,0
93,CUSAN,0,0,0,0,0,0,0,0,0,0,0
94,DAGI,0,0,0,0,0,0,0,0,0,0,0
95,DAGHL,0,0,0,0,0,0,0,0,0,0,0
96,DARDL,0,0,0,0,0,0,0,0,0,0,0
97,DGATE,0,0,0,0,0,0,0,0,0,0,0
98,DMSAS,0,0,0,0,0,0,0,0,0,0,0
99,DENGE,0,0,0,0,0,0,0,0,0,0,0
100,DZGYO,0,0,0,0,0,0,0,0,0,0,0
101,DERIM,0,0,0,0,0,0,0,0,0,0,0
102,DERHL,0,0,0,0,0,0,0,0,0,0,0
103,DESPC,0,0,0,0,0,0,0,0,0,0,0
104,DEVA,0,0,0,0,0,0,0,0,0,0,0
105,DNISI,0,0,0,0,0,0,0,0,0,0,0
106,DIRIT,0,0,0,0,0,0,0,0,0,0,0
107,DITAS,0,0,0,0,0,0,0,0,0,0,0
108,DOBUR,0,0,0,0,0,0,0,0,0,0,0
109,DOHOL,0,0,0,0,0,0,0,0,0,0,0
110,DGNMO,0,0,0,0,0,0,0,0,0,0,0
111,ARASE,0,0,0,0,0,0,0,0,0,0,0
112,DOGUB,0,0,0,0,0,0,0,0,0,0,0
113,DGGYO,0,0,0,0,0,0,0,0,0,0,0
114,DOAS,0,0,0,0,0,0,0,0,0,0,0
115,DOKTA,0,0,0,0,0,0,0,0,0,0,0
116,DURDO,0,0,0,0,0,0,0,0,0,0,0
117,DYOBY,0,0,0,0,0,0,0,0,0,0,0
118,EDATA,0,0,0,0,0,0,0,0,0,0,0
119,EDIP,0,0,0,0,0,0,0,0,0,0,0
120,EGEEN,0,0,0,0,0,0,0,0,0,0,0
121,EGGUB,0,0,0,0,0,0,0,0,0,0,0
122,EGPRO,0,0,0,0,0,0,0,0,0,0,0
123,EGSER,0,0,0,0,0,0,0,0,0,0,0
124,EPLAS,0,0,0,0,0,0,0,0,0,0,0
125,ECILC,0,0,0,0,0,0,0,0,0,0,0
126,EKIZ,0,0,0,0,0,0,0,0,0,0,0
127,ELITE,0,0,0,0,0,0,0,0,0,0,0
128,EMKEL,0,0,0,0,0,0,0,0,0,0,0
129,EMNIS,0,0,0,0,0,0,0,0,0,0,0
130,EKGYO,0,0,0,0,0,0,0,0,0,0,0
131,ENJSA,0,0,0,0,0,0,0,0,0,0,0
132,ENKAI,0,0,0,0,0,0,0,0,0,0,0
133,ENSRI,0,0,0,0,0,0,0,0,0,0,0
134,ERBOS,0,0,0,0,0,0,0,0,0,0,0
135,ERCB,0,0,0,0,0,0,0,0,0,0,0
136,EREGL,0,0,0,0,0,0,0,0,0,0,0
137,KIMMR,0,0,0,0,0,0,0,0,0,0,0
138,ERSU,0,0,0,0,0,0,0,0,0,0,0
139,ESCAR,0,0,0,0,0,0,0,0,0,0,0
140,ESCOM,0,0,0,0,0,0,0,0,0,0,0
141,ESEN,0,0,0,0,0,0,0,0,0,0,0
142,ETILR,0,0,0,0,0,0,0,0,0,0,0
143,EUHOL,0,0,0,0,0,0,0,0,0,0,0
144,TEZOL,0,0,0,0,0,0,0,0,0,0,0
145,EUREN,0,0,0,0,0,0,0,0,0,0,0
146,FADE,0,0,0,0,0,0,0,0,0,0,0
147,FMIZP,0,0,0,0,0,0,0,0,0,0,0
148,FENER,0,0,0,0,0,0,0,0,0,0,0
149,FLAP,0,0,0,0,0,0,0,0,0,0,0
150,FONET,0,0,0,0,0,0,0,0,0,0,0
151,FROTO,0,0,0,0,0,0,0,0,0,0,0
152,FORMT,0,0,0,0,0,0,0,0,0,0,0
153,FRIGO,0,0,0,0,0,0,0,0,0,0,0
154,GWIND,0,0,0,0,0,0,0,0,0,0,0
155,GSRAY,0,0,0,0,0,0,0,0,0,0,0
156,GRNYO,0,0,0,0,0,0,0,0,0,0,0
157,GEDIK,0,0,0,0,0,0,0,0,0,0,0
158,GEDZA,0,0,0,0,0,0,0,0,0,0,0
159,GENIL,0,0,0,0,0,0,0,0,0,0,0
160,GENTS,0,0,0,0,0,0,0,0,0,0,0
161,GEREL,0,0,0,0,0,0,0,0,0,0,0
162,GZNMI,0,0,0,0,0,0,0,0,0,0,0
163,GMTAS,0,0,0,0,0,0,0,0,0,0,0
164,GESAN,0,0,0,0,0,0,0,0,0,0,0
165,GLYHO,0,0,0,0,0,0,0,0,0,0,0
166,GOODY,0,0,0,0,0,0,0,0,0,0,0
167,GOLTS,0,0,0,0,0,0,0,0,0,0,0
168,GOZDE,0,0,0,0,0,0,0,0,0,0,0
169,GSDDE,0,0,0,0,0,0,0,0,0,0,0
170,GSDHO,0,0,0,0,0,0,0,0,0,0,0
171,GUBRF,0,0,0,0,0,0,0,0,0,0,0
172,GLRYH,0,0,0,0,0,0,0,0,0,0,0
173,GRSEL,0,0,0,0,0,0,0,0,0,0,0
174,SAHOL,0,0,0,0,0,0,0,0,0,0,0
175,HLGYO,0,0,0,0,0,0,0,0,0,0,0
176,HATEK,0,0,0,0,0,0,0,0,0,0,0
177,HDFGS,0,0,0,0,0,0,0,0,0,0,0
178,HEDEF,0,0,0,0,0,0,0,0,0,0,0
179,HEKTS,0,0,0,0,0,0,0,0,0,0,0
180,HTTBT,0,0,0,0,0,0,0,0,0,0,0
181,HURGZ,0,0,0,0,0,0,0,0,0,0,0
182,INGRM,0,0,0,0,0,0,0,0,0,0,0
183,INVES,0,0,0,0,0,0,0,0,0,0,0
184,ISKPL,0,0,0,0,0,0,0,0,0,0,0
185,IEYHO,0,0,0,0,0,0,0,0,0,0,0
186,IDEAS,0,0,0,0,0,0,0,0,0,0,0
187,IHEVA,0,0,0,0,0,0,0,0,0,0,0
188,IHLGM,0,0,0,0,0,0,0,0,0,0,0
189,IHGZT,0,0,0,0,0,0,0,0,0,0,0
190,IHAAS,0,0,0,0,0,0,0,0,0,0,0
191,IHLAS,0,0,0,0,0,0,0,0,0,0,0
192,IHYAY,0,0,0,0,0,0,0,0,0,0,0
193,INDES,0,0,0,0,0,0,0,0,0,0,0
194,INTEM,0,0,0,0,0,0,0,0,0,0,0
195,IPEKE,0,0,0,0,0,0,0,0,0,0,0
196,ISDMR,0,0,0,0,0,0,0,0,0,0,0
197,ISGYO,0,0,0,0,0,0,0,0,0,0,0
198,ISYAT,0,0,0,0,0,0,0,0,0,0,0
199,ISBIR,0,0,0,0,0,0,0,0,0,0,0
200,ISSEN,0,0,0,0,0,0,0,0,0,0,0
201,ITTFH,0,0,0,0,0,0,0,0,0,0,0
202,IZINV,0,0,0,0,0,0,0,0,0,0,0
203,IZMDC,0,0,0,0,0,0,0,0,0,0,0
204,IZFAS,0,0,0,0,0,0,0,0,0,0,0
205,JANTS,0,0,0,0,0,0,0,0,0,0,0
206,KFEIN,0,0,0,0,0,0,0,0,0,0,0
207,KLKIM,0,0,0,0,0,0,0,0,0,0,0
208,KAPLM,0,0,0,0,0,0,0,0,0,0,0
209,KAREL,0,0,0,0,0,0,0,0,0,0,0
210,KARSN,0,0,0,0,0,0,0,0,0,0,0
211,KRTEK,0,0,0,0,0,0,0,0,0,0,0
212,KARYE,0,0,0,0,0,0,0,0,0,0,0
213,KARTN,0,0,0,0,0,0,0,0,0,0,0
214,KATMR,0,0,0,0,0,0,0,0,0,0,0
215,KERVT,0,0,0,0,0,0,0,0,0,0,0
216,KRVGD,0,0,0,0,0,0,0,0,0,0,0
217,KERVN,0,0,0,0,0,0,0,0,0,0,0
218,KLGYO,0,0,0,0,0,0,0,0,0,0,0
219,KMPUR,0,0,0,0,0,0,0,0,0,0,0
220,KLMSN,0,0,0,0,0,0,0,0,0,0,0
221,KCAER,0,0,0,0,0,0,0,0,0,0,0
222,KCHOL,0,0,0,0,0,0,0,0,0,0,0
223,KLSYN,0,0,0,0,0,0,0,0,0,0,0
224,KNFRT,0,0,0,0,0,0,0,0,0,0,0
225,KONTR,0,0,0,0,0,0,0,0,0,0,0
226,KONYA,0,0,0,0,0,0,0,0,0,0,0
227,KONKA,0,0,0,0,0,0,0,0,0,0,0
228,KGYO,0,0,0,0,0,0,0,0,0,0,0
229,KORDS,0,0,0,0,0,0,0,0,0,0,0
230,KRPLS,0,0,0,0,0,0,0,0,0,0,0
231,KOZAL,0,0,0,0,0,0,0,0,0,0,0
232,KOZAA,0,0,0,0,0,0,0,0,0,0,0
233,KRGYO,0,0,0,0,0,0,0,0,0,0,0
234,KRSTL,0,0,0,0,0,0,0,0,0,0,0
235,KRONT,0,0,0,0,0,0,0,0,0,0,0
236,KSTUR,0,0,0,0,0,0,0,0,0,0,0
237,KUVVA,0,0,0,0,0,0,0,0,0,0,0
238,KUYAS,0,0,0,0,0,0,0,0,0,0,0
239,KUTPO,0,0,0,0,0,0,0,0,0,0,0
240,KTSKR,0,0,0,0,0,0,0,0,0,0,0
241,LIDER,0,0,0,0,0,0,0,0,0,0,0
242,LINK,0,0,0,0,0,0,0,0,0,0,0
243,LOGO,0,0,0,0,0,0,0,0,0,0,0
244,LKMNH,0,0,0,0,0,0,0,0,0,0,0
245,LUKSK,0,0,0,0,0,0,0,0,0,0,0
246,MAKIM,0,0,0,0,0,0,0,0,0,0,0
247,MAKTK,0,0,0,0,0,0,0,0,0,0,0
248,MANAS,0,0,0,0,0,0,0,0,0,0,0
249,MAGEN,0,0,0,0,0,0,0,0,0,0,0
250,MARKA,0,0,0,0,0,0,0,0,0,0,0
251,MAALT,0,0,0,0,0,0,0,0,0,0,0
252,MRSHL,0,0,0,0,0,0,0,0,0,0,0
253,MRGYO,0,0,0,0,0,0,0,0,0,0,0
254,MARTI,0,0,0,0,0,0,0,0,0,0,0
255,MTRKS,0,0,0,0,0,0,0,0,0,0,0
256,MAVI,0,0,0,0,0,0,0,0,0,0,0
257,MZHLD,0,0,0,0,0,0,0,0,0,0,0
258,MEDTR,0,0,0,0,0,0,0,0,0,0,0
259,MEGAP,0,0,0,0,0,0,0,0,0,0,0
260,MNDRS,0,0,0,0,0,0,0,0,0,0,0
261,MEPET,0,0,0,0,0,0,0,0,0,0,0
262,MERCN,0,0,0,0,0,0,0,0,0,0,0
263,MERIT,0,0,0,0,0,0,0,0,0,0,0
264,MERKO,0,0,0,0,0,0,0,0,0,0,0
265,METUR,0,0,0,0,0,0,0,0,0,0,0
266,METRO,0,0,0,0,0,0,0,0,0,0,0
267,MTRYO,0,0,0,0,0,0,0,0,0,0,0
268,MIATK,0,0,0,0,0,0,0,0,0,0,0
269,MGROS,0,0,0,0,0,0,0,0,0,0,0
270,MIPAZ,0,0,0,0,0,0,0,0,0,0,0
271,MSGYO,0,0,0,0,0,0,0,0,0,0,0
272,MMCAS,0,0,0,0,0,0,0,0,0,0,0
273,MOBTL,0,0,0,0,0,0,0,0,0,0,0
274,MNDTR,0,0,0,0,0,0,0,0,0,0,0
275,EGEPO,0,0,0,0,0,0,0,0,0,0,0
276,NATEN,0,0,0,0,0,0,0,0,0,0,0
277,NTGAZ,0,0,0,0,0,0,0,0,0,0,0
278,NTHOL,0,0,0,0,0,0,0,0,0,0,0
279,NETAS,0,0,0,0,0,0,0,0,0,0,0
280,NIBAS,0,0,0,0,0,0,0,0,0,0,0
281,NUHCM,0,0,0,0,0,0,0,0,0,0,0
282,NUGYO,0,0,0,0,0,0,0,0,0,0,0
283,ODAS,0,0,0,0,0,0,0,0,0,0,0
284,ORCAY,0,0,0,0,0,0,0,0,0,0,0
285,ORGE,0,0,0,0,0,0,0,0,0,0,0
286,ORMA,0,0,0,0,0,0,0,0,0,0,0
287,OSTIM,0,0,0,0,0,0,0,0,0,0,0
288,OTKAR,0,0,0,0,0,0,0,0,0,0,0
289,OTTO,0,0,0,0,0,0,0,0,0,0,0
290,OYAKC,0,0,0,0,0,0,0,0,0,0,0
291,OYAYO,0,0,0,0,0,0,0,0,0,0,0
292,OYLUM,0,0,0,0,0,0,0,0,0,0,0
293,OZKGY,0,0,0,0,0,0,0,0,0,0,0
294,OZGYO,0,0,0,0,0,0,0,0,0,0,0
295,OZRDN,0,0,0,0,0,0,0,0,0,0,0
296,PAMEL,0,0,0,0,0,0,0,0,0,0,0
297,PNLSN,0,0,0,0,0,0,0,0,0,0,0
298,PAGYO,0,0,0,0,0,0,0,0,0,0,0
299,PAPIL,0,0,0,0,0,0,0,0,0,0,0
300,PRKME,0,0,0,0,0,0,0,0,0,0,0
301,PARSN,0,0,0,0,0,0,0,0,0,0,0
302,PCILT,0,0,0,0,0,0,0,0,0,0,0
303,PGSUS,0,0,0,0,0,0,0,0,0,0,0
304,PEKGY,0,0,0,0,0,0,0,0,0,0,0
305,PENGD,0,0,0,0,0,0,0,0,0,0,0
306,PENTA,0,0,0,0,0,0,0,0,0,0,0
307,PEGYO,0,0,0,0,0,0,0,0,0,0,0
308,PSDTC,0,0,0,0,0,0,0,0,0,0,0
309,PETKM,0,0,0,0,0,0,0,0,0,0,0
310,PKENT,0,0,0,0,0,0,0,0,0,0,0
311,PETUN,0,0,0,0,0,0,0,0,0,0,0
312,PINSU,0,0,0,0,0,0,0,0,0,0,0
313,PNSUT,0,0,0,0,0,0,0,0,0,0,0
314,PKART,0,0,0,0,0,0,0,0,0,0,0
315,POLHO,0,0,0,0,0,0,0,0,0,0,0
316,POLTK,0,0,0,0,0,0,0,0,0,0,0
317,PRZMA,0,0,0,0,0,0,0,0,0,0,0
318,QUAGR,0,0,0,0,0,0,0,0,0,0,0
319,RALYH,0,0,0,0,0,0,0,0,0,0,0
320,RYGYO,0,0,0,0,0,0,0,0,0,0,0
321,RYSAS,0,0,0,0,0,0,0,0,0,0,0
322,RODRG,0,0,0,0,0,0,0,0,0,0,0
323,ROYAL,0,0,0,0,0,0,0,0,0,0,0
324,RTALB,0,0,0,0,0,0,0,0,0,0,0
325,SAFKR,0,0,0,0,0,0,0,0,0,0,0
326,SANEL,0,0,0,0,0,0,0,0,0,0,0
327,SANFM,0,0,0,0,0,0,0,0,0,0,0
328,SANKO,0,0,0,0,0,0,0,0,0,0,0
329,SAMAT,0,0,0,0,0,0,0,0,0,0,0
330,SARKY,0,0,0,0,0,0,0,0,0,0,0
331,SASA,0,0,0,0,0,0,0,0,0,0,0
332,SAYAS,0,0,0,0,0,0,0,0,0,0,0
333,SEKUR,0,0,0,0,0,0,0,0,0,0,0
334,SELEC,0,0,0,0,0,0,0,0,0,0,0
335,SELGD,0,0,0,0,0,0,0,0,0,0,0
336,SELVA,0,0,0,0,0,0,0,0,0,0,0
337,SNKRN,0,0,0,0,0,0,0,0,0,0,0
338,SRVGY,0,0,0,0,0,0,0,0,0,0,0
339,SEYKM,0,0,0,0,0,0,0,0,0,0,0
340,SILVR,0,0,0,0,0,0,0,0,0,0,0
341,SNGYO,0,0,0,0,0,0,0,0,0,0,0
342,SMRTG,0,0,0,0,0,0,0,0,0,0,0
343,SMART,0,0,0,0,0,0,0,0,0,0,0
344,SODSN,0,0,0,0,0,0,0,0,0,0,0
345,SKTAS,0,0,0,0,0,0,0,0,0,0,0
346,SONME,0,0,0,0,0,0,0,0,0,0,0
347,SNPAM,0,0,0,0,0,0,0,0,0,0,0
348,SUMAS,0,0,0,0,0,0,0,0,0,0,0
349,SUWEN,0,0,0,0,0,0,0,0,0,0,0
350,SEGYO,0,0,0,0,0,0,0,0,0,0,0
351,SOKM,0,0,0,0,0,0,0,0,0,0,0
352,TATGD,0,0,0,0,0,0,0,0,0,0,0
353,TAVHL,0,0,0,0,0,0,0,0,0,0,0
354,TEKTU,0,0,0,0,0,0,0,0,0,0,0
355,TKFEN,0,0,0,0,0,0,0,0,0,0,0
356,TKNSA,0,0,0,0,0,0,0,0,0,0,0
357,TMPOL,0,0,0,0,0,0,0,0,0,0,0
358,TETMT,0,0,0,0,0,0,0,0,0,0,0
359,TGSAS,0,0,0,0,0,0,0,0,0,0,0
360,TOASO,0,0,0,0,0,0,0,0,0,0,0
361,TRGYO,0,0,0,0,0,0,0,0,0,0,0
362,TLMAN,0,0,0,0,0,0,0,0,0,0,0
363,TSPOR,0,0,0,0,0,0,0,0,0,0,0
364,TDGYO,0,0,0,0,0,0,0,0,0,0,0
365,TSGYO,0,0,0,0,0,0,0,0,0,0,0
366,TUCLK,0,0,0,0,0,0,0,0,0,0,0
367,TUKAS,0,0,0,0,0,0,0,0,0,0,0
368,TRCAS,0,0,0,0,0,0,0,0,0,0,0
369,TUREX,0,0,0,0,0,0,0,0,0,0,0
370,TRILC,0,0,0,0,0,0,0,0,0,0,0
371,TCELL,0,0,0,0,0,0,0,0,0,0,0
372,TMSN,0,0,0,0,0,0,0,0,0,0,0
373,THYAO,0,0,0,0,0,0,0,0,0,0,0
374,PRKAB,0,0,0,0,0,0,0,0,0,0,0
375,TTKOM,0,0,0,0,0,0,0,0,0,0,0
376,TTRAK,0,0,0,0,0,0,0,0,0,0,0
377,TBORG,0,0,0,0,0,0,0,0,0,0,0
378,SISE,0,0,0,0,0,0,0,0,0,0,0
379,UFUK,0,0,0,0,0,0,0,0,0,0,0
380,ULUSE,0,0,0,0,0,0,0,0,0,0,0
381,ULUUN,0,0,0,0,0,0,0,0,0,0,0
382,UMPAS,0,0,0,0,0,0,0,0,0,0,0
383,USAK,0,0,0,0,0,0,0,0,0,0,0
384,UZERB,0,0,0,0,0,0,0,0,0,0,0
385,ULKER,0,0,0,0,0,0,0,0,0,0,0
386,UNLU,0,0,0,0,0,0,0,0,0,0,0
387,VKGYO,0,0,0,0,0,0,0,0,0,0,0
388,VAKKO,0,0,0,0,0,0,0,0,0,0,0
389,VANGD,0,0,0,0,0,0,0,0,0,0,0
390,VBTYZ,0,0,0,0,0,0,0,0,0,0,0
391,VERUS,0,0,0,0,0,0,0,0,0,0,0
392,VESBE,0,0,0,0,0,0,0,0,0,0,0
393,VESTL,0,0,0,0,0,0,0,0,0,0,0
394,VKING,0,0,0,0,0,0,0,0,0,0,0
395,YAPRK,0,0,0,0,0,0,0,0,0,0,0
396,YATAS,0,0,0,0,0,0,0,0,0,0,0
397,YYLGD,0,0,0,0,0,0,0,0,0,0,0
398,YAYLA,0,0,0,0,0,0,0,0,0,0,0
399,YGGYO,0,0,0,0,0,0,0,0,0,0,0
400,YEOTK,0,0,0,0,0,0,0,0,0,0,0
401,YGYO,0,0,0,0,0,0,0,0,0,0,0
402,YYAPI,0,0,0,0,0,0,0,0,0,0,0
403,YESIL,0,0,0,0,0,0,0,0,0,0,0
404,YBTAS,0,0,0,0,0,0,0,0,0,0,0
405,YONGA,0,0,0,0,0,0,0,0,0,0,0
406,YKSLN,0,0,0,0,0,0,0,0,0,0,0
407,YUNSA,0,0,0,0,0,0,0,0,0,0,0
408,ZEDUR,0,0,0,0,0,0,0,0,0,0,0
409,ZRGYO,0,0,0,0,0,0,0,0,0,0,0
410,ZOREN,0,0,0,0,0,0,0,0,0,0,0
